time_start,time_end,duration,src_ip,dest_ip,src_port,dest_port,protocol,flags,forwarding_status,source_type_of_service,ingress_packet_count,ingress_byte_count,label
2023-08-15 21:49:04,2023-02-21 15:48:31,1.486,12.222.179.214,239.138.68.108,60588,445,TCP,......,0,40,11,8855,1
2023-08-23 00:57:31,2023-03-25 10:36:23,1.301,250.187.12.240,213.5.164.206,34225,443,ICMP,...AR.,1,48,425,545700,1
2023-01-29 10:19:03,2023-04-09 20:23:00,2.324,61.61.225.122,189.149.158.175,44091,80,ICMP,.S....,0,8,37,47249,0
2023-07-19 22:48:45,2023-02-22 05:39:57,7.003,217.228.111.68,237.225.31.254,21136,45157,ICMP,...AR.,2,56,14,5124,2
2023-02-22 00:44:06,2023-02-27 12:25:28,2.809,167.62.92.170,128.96.83.96,18967,25,ICMP,......,2,0,11,7073,0
2023-01-08 18:53:31,2023-07-26 12:37:44,10.692,199.186.142.99,117.51.52.23,21727,80,ICMP,......,0,8,94,89394,1
2023-01-25 04:09:39,2023-02-20 02:55:05,0.799,107.249.130.62,35.232.71.206,51971,80,ICMP,......,2,56,4,5844,0
2023-05-02 16:15:06,2023-07-14 10:37:15,2.404,218.156.9.190,200.121.170.158,18820,8080,TCP,.S....,2,24,36,13392,0
2023-02-14 16:33:56,2023-08-30 11:50:39,2.961,59.168.179.196,94.2.21.136,2453,445,TCP,...AP.,2,40,82,28454,1
2023-06-14 18:53:56,2023-08-23 07:55:36,1.348,162.44.193.254,196.63.177.6,18580,53,TCP,...AP.,0,24,30,2340,0
2023-02-07 05:19:32,2023-05-17 22:28:27,3.815,156.96.195.223,44.210.158.214,41198,80,UDP,.S....,2,0,214,216996,1
2023-05-13 07:20:00,2023-05-11 12:37:27,4.012,87.160.219.161,60.177.42.44,5276,8080,TCP,F.....,0,48,42,56448,0
2023-02-04 10:33:31,2023-04-11 12:03:20,9.209,189.220.119.163,151.128.211.222,29863,8080,UDP,...AP.,1,40,427,250649,1
2023-05-01 06:35:39,2023-04-16 02:29:03,0.663,191.176.195.107,98.146.164.235,56333,53,TCP,......,2,24,36,32292,0
2023-04-01 20:24:36,2023-02-06 16:23:31,10.018,73.215.29.117,92.148.108.177,11353,3389,TCP,...AR.,2,40,402,308334,1
2023-02-12 20:28:55,2023-07-28 18:48:57,0.383,184.105.5.67,82.166.198.35,40543,443,TCP,...A..,0,24,4,5948,0
2023-06-10 23:45:30,2023-03-07 14:24:10,1.947,215.236.57.254,74.226.218.143,8887,25,ICMP,.S....,2,16,14,5698,0
2023-05-24 00:56:29,2023-07-22 14:36:50,0.28,92.250.112.183,64.219.49.30,53645,8080,UDP,F.....,1,48,14,11410,0
2023-06-09 07:38:45,2023-06-05 14:57:00,0.971,238.61.107.179,222.248.95.121,53872,445,ICMP,...AR.,1,16,250,117250,1
2023-03-10 10:50:28,2023-08-25 07:42:06,3.153,24.226.143.84,246.244.221.197,39383,25,UDP,...AP.,1,32,22,28600,0
2023-08-29 17:03:24,2023-06-26 01:51:54,9.422,110.84.171.198,182.125.166.193,54131,8080,ICMP,...AP.,2,0,472,87792,1
2023-01-25 06:05:23,2023-07-30 17:57:04,0.943,49.160.157.127,37.235.159.239,20862,53,TCP,......,1,32,19,17594,0
2023-03-06 22:39:55,2023-06-22 16:22:01,4.984,118.17.130.46,105.43.41.132,37788,25,ICMP,F.....,0,48,20,18900,0
2023-01-23 20:14:53,2023-01-15 22:55:44,2.389,135.189.153.75,234.150.158.127,28323,53,ICMP,...AP.,2,0,13,18486,0
2023-03-09 16:41:09,2023-02-18 06:45:28,9.095,234.234.43.5,54.163.104.25,26114,53,UDP,......,2,24,41,13243,0
2023-08-25 07:28:34,2023-07-06 01:58:21,12.583,65.209.101.87,134.109.212.133,27981,8080,ICMP,F.....,0,40,77,46123,1
2023-03-09 06:19:56,2023-06-09 16:02:50,8.124,86.3.47.114,22.239.109.190,14216,25,UDP,......,0,48,9,4905,0
2023-06-09 19:30:45,2023-05-03 22:25:45,0.309,213.208.234.73,254.179.87.223,37063,25,UDP,.S....,0,32,22,2178,0
2023-05-22 08:13:26,2023-02-19 08:10:24,2.898,100.164.190.141,8.209.116.215,18685,8080,UDP,...A..,1,56,18,15786,0
2023-04-15 05:34:42,2023-01-22 18:05:40,0.553,202.144.218.69,196.108.27.126,24233,3389,UDP,.S....,0,24,474,71100,1
2023-08-21 16:33:57,2023-05-18 22:17:40,0.288,192.180.131.26,247.13.91.163,50642,80,UDP,...AP.,1,64,25,13575,0
2023-08-01 02:07:39,2023-02-03 03:56:15,6.369,216.94.27.190,165.139.249.89,49286,13435,ICMP,...AR.,0,48,42,15288,2
2023-05-11 00:56:21,2023-02-14 16:11:35,1.545,116.41.28.217,96.149.134.187,48750,53,TCP,F.....,1,56,27,17415,0
2023-04-05 14:53:24,2023-04-19 03:34:32,0.227,13.191.78.23,160.43.234.100,9613,22,ICMP,...AR.,2,0,270,268920,1
2023-03-19 12:45:33,2023-04-19 04:50:35,0.265,33.123.158.138,118.64.213.59,16761,80,UDP,...AP.,1,16,39,37245,0
2023-08-08 22:41:19,2023-02-06 21:58:38,1.388,229.133.120.48,203.239.242.65,43079,80,ICMP,F.....,2,40,34,15572,0
2023-01-24 07:01:16,2023-03-15 14:20:11,0.317,133.181.111.2,168.239.200.23,22017,22,UDP,...A..,2,48,353,302521,1
2023-02-24 11:16:47,2023-05-26 13:30:44,1.403,116.16.6.222,67.116.213.230,19905,53,ICMP,...A..,1,16,45,23850,0
2023-06-05 18:51:58,2023-05-31 06:20:29,27.981,196.45.156.11,158.89.45.132,9161,8080,ICMP,...AP.,2,0,109,154998,1
2023-01-23 22:01:58,2023-04-26 21:17:52,2.286,230.103.13.78,229.57.215.162,51141,53,ICMP,F.....,1,40,40,8960,0
2023-02-18 16:47:54,2023-03-23 03:17:48,4.609,100.71.167.81,111.56.75.14,37692,53,UDP,...A..,2,8,7,7077,0
2023-04-13 16:34:14,2023-08-26 16:21:34,3.021,48.63.248.7,196.159.21.93,4809,80,UDP,...A..,0,64,37,24901,0
2023-08-02 01:29:24,2023-04-22 12:41:22,0.783,210.83.181.27,147.23.95.120,29259,21006,UDP,...AR.,2,64,7,10031,2
2023-01-21 10:11:11,2023-03-16 08:45:42,2.231,37.244.206.221,92.9.182.202,1695,25,TCP,...AP.,2,0,3,3057,0
2023-01-12 21:10:23,2023-04-24 01:02:30,3.705,9.193.223.210,67.87.53.78,9436,80,TCP,.S....,1,8,8,6016,0
2023-06-19 22:56:41,2023-05-29 09:33:41,1.12,197.21.91.10,48.208.10.73,4911,53,UDP,...AP.,2,0,11,2827,0
2023-01-13 19:44:35,2023-08-07 04:38:12,0.503,191.111.199.14,242.159.17.4,28679,8080,UDP,...A..,0,0,32,11072,0
2023-04-29 22:48:52,2023-04-02 23:21:36,0.751,43.217.12.30,145.72.189.23,55432,443,UDP,......,2,0,26,10400,0
2023-06-28 09:42:42,2023-05-24 17:00:16,1.023,65.62.97.90,61.21.4.81,46447,80,ICMP,......,1,56,43,44677,0
2023-09-01 22:48:30,2023-03-03 15:02:11,1.131,144.195.126.51,86.31.198.240,7850,443,TCP,F.....,2,48,31,33790,0
2023-02-07 11:58:55,2023-02-02 14:27:00,2.825,143.173.23.19,17.126.117.15,64409,53,ICMP,...AR.,0,0,45,28170,0
2023-07-24 11:25:54,2023-07-21 19:55:57,9.233,74.127.138.130,12.138.172.143,33259,25,UDP,...AR.,2,24,15,5790,0
2023-02-11 22:22:11,2023-02-03 01:26:49,5.661,78.78.126.42,40.6.92.7,24375,443,UDP,...A..,1,8,16,5904,0
2023-05-31 03:21:09,2023-02-22 07:24:24,0.375,22.50.20.194,150.132.206.105,27019,25,TCP,...AP.,0,40,45,67320,0
2023-08-09 02:48:12,2023-04-14 16:42:38,0.458,175.144.117.92,14.223.184.238,34372,8080,TCP,...AR.,1,64,6,4992,0
2023-02-14 06:20:09,2023-03-13 14:09:35,2.239,230.222.47.140,9.229.16.245,13212,25,UDP,.S....,1,16,26,34606,0
2023-01-25 09:52:53,2023-07-29 12:49:43,4.831,242.114.44.194,31.219.147.154,35251,443,UDP,F.....,0,32,43,24639,0
2023-06-25 16:14:07,2023-03-01 14:40:35,0.969,60.51.95.69,138.105.30.180,5007,8080,UDP,......,2,16,39,7878,0
2023-04-16 12:07:02,2023-05-16 14:07:49,6.486,80.40.138.136,105.157.125.24,37208,445,UDP,F.....,2,0,145,179220,1
2023-03-12 19:27:55,2023-06-08 16:15:09,5.37,235.62.31.81,99.205.226.222,38766,37607,UDP,...AR.,1,8,7,1729,2
2023-07-16 10:25:12,2023-04-28 07:00:11,2.289,172.109.192.242,97.59.237.173,57661,80,UDP,...AP.,0,48,21,26796,0
2023-03-08 09:10:03,2023-07-17 10:59:21,0.904,212.74.182.241,91.142.235.38,30423,443,ICMP,...A..,0,8,8,10656,0
2023-06-05 20:30:06,2023-03-08 23:03:49,2.038,233.90.175.50,164.121.122.43,19432,3389,TCP,......,1,16,51,27693,1
2023-03-31 13:44:22,2023-01-30 17:28:28,0.571,85.48.136.122,161.140.203.214,41933,8080,TCP,...A..,1,24,46,22678,1
2023-02-17 18:03:09,2023-04-30 13:41:03,8.142,26.147.213.111,48.39.56.51,21874,80,TCP,...AR.,0,40,33,17919,0
2023-01-07 14:39:08,2023-05-09 19:09:50,5.018,225.59.145.44,11.36.135.186,57651,80,UDP,F.....,1,40,12,16428,0
2023-03-28 16:38:46,2023-04-05 07:21:04,0.945,229.192.219.155,25.130.33.139,20767,7461,TCP,F.....,0,16,28,25956,2
2023-07-27 04:22:18,2023-02-20 03:06:31,1.681,203.202.221.225,33.77.183.100,47213,53,UDP,...AP.,0,40,2,2608,0
2023-04-11 15:03:06,2023-04-12 11:46:06,0.301,58.124.157.190,40.165.80.205,40718,53,ICMP,......,2,8,27,24948,0
2023-03-29 08:02:06,2023-01-16 23:20:08,2.849,29.46.180.178,61.29.198.13,60560,80,TCP,......,2,32,48,63648,0
2023-06-24 17:08:56,2023-01-15 00:58:38,0.685,232.135.60.145,191.148.107.183,20649,8080,TCP,F.....,2,48,46,61686,0
2023-04-05 19:38:02,2023-03-13 07:36:42,0.93,103.70.10.155,189.242.38.46,28290,80,ICMP,...AR.,1,32,40,59240,0
2023-06-16 17:56:57,2023-07-13 00:05:14,2.138,251.159.14.154,97.6.105.1,8578,80,TCP,...A..,2,16,23,29762,0
2023-02-22 22:34:56,2023-02-24 07:43:47,0.217,2.155.76.250,218.173.209.65,46209,8080,ICMP,......,1,64,43,34228,0
2023-08-24 21:48:38,2023-02-21 11:00:43,0.973,178.25.252.41,151.143.100.8,47581,443,TCP,...A..,1,40,18,17766,0
2023-06-25 01:37:34,2023-08-10 23:53:14,0.485,128.191.6.71,134.156.211.187,54680,14617,UDP,F.....,0,64,36,38772,2
2023-07-06 15:57:11,2023-05-07 16:42:25,2.127,254.33.205.179,220.24.54.223,3737,8080,UDP,...AP.,2,56,2,2702,0
2023-01-13 15:04:24,2023-07-21 03:26:17,0.104,130.237.146.27,130.10.22.136,53655,8080,TCP,...A..,1,32,42,2730,0
2023-06-14 04:20:02,2023-03-05 06:49:04,2.789,5.167.227.185,140.247.63.38,12269,443,UDP,.S....,2,8,48,52512,0
2023-04-10 07:33:24,2023-01-23 00:35:46,0.341,177.14.24.93,10.246.10.142,23661,53,TCP,......,0,0,17,15028,0
2023-05-22 02:50:55,2023-06-21 23:52:46,0.81,21.2.21.79,95.54.196.114,17683,8080,ICMP,...AP.,2,32,42,47880,0
2023-06-05 19:13:22,2023-06-01 09:08:47,2.362,249.67.122.211,79.251.70.83,54811,80,ICMP,.S....,0,64,115,31165,1
2023-08-24 04:42:37,2023-08-24 21:56:41,1.061,202.236.119.106,222.76.192.116,38461,80,TCP,...AR.,0,24,17,10302,0
2023-01-09 07:34:42,2023-05-26 12:48:56,0.249,125.212.220.118,250.215.37.208,28543,38636,TCP,...AR.,2,40,9,3447,2
2023-05-24 01:23:17,2023-02-14 10:46:28,13.102,67.185.45.15,129.93.58.16,24309,3389,ICMP,F.....,2,16,64,94080,1
2023-05-28 18:08:30,2023-07-19 02:42:46,0.266,13.175.124.221,151.217.197.43,57893,25,UDP,......,2,16,21,25431,0
2023-02-15 04:01:28,2023-02-01 16:38:16,1.004,190.74.247.92,85.181.52.48,17908,80,UDP,...A..,2,56,45,5175,0
2023-06-01 19:49:59,2023-07-05 19:27:30,1.617,154.189.195.226,236.165.216.189,20782,443,TCP,F.....,1,32,40,45840,0
2023-02-08 08:24:17,2023-06-10 09:26:16,1.817,164.49.37.90,223.10.103.157,3006,25,TCP,...AR.,2,0,47,48786,0
2023-04-18 10:15:25,2023-01-12 11:52:44,1.481,245.127.24.229,120.99.173.206,47205,53,UDP,F.....,1,32,4,528,0
2023-03-14 04:48:03,2023-07-09 06:30:08,0.637,120.233.191.174,181.80.114.225,48089,8080,UDP,......,2,24,24,14808,0
2023-07-19 05:20:36,2023-04-02 15:45:39,1.534,216.244.201.20,162.21.37.159,18675,44658,TCP,.S....,2,32,40,56520,2
2023-07-28 12:14:25,2023-03-19 18:05:56,3.381,96.25.232.238,43.91.197.185,62625,443,TCP,......,2,48,238,146846,1
2023-01-30 02:30:20,2023-07-02 07:57:49,0.897,251.180.142.4,12.231.204.242,53157,80,TCP,.S....,1,48,23,15134,0
2023-05-21 05:45:22,2023-04-05 23:30:59,0.074,239.163.53.203,245.148.101.125,50633,44493,TCP,...AP.,1,48,3,2277,2
2023-04-30 22:44:48,2023-06-02 01:45:25,0.13,233.216.124.237,219.248.35.243,38331,25,ICMP,...AP.,2,40,33,14124,0
2023-03-21 12:56:34,2023-08-21 16:42:27,1.224,200.28.234.52,69.105.35.205,46058,25,TCP,......,0,64,47,32383,0
2023-06-30 10:46:04,2023-04-07 18:54:16,0.933,74.248.25.70,149.144.105.88,54586,8080,TCP,...AR.,2,16,4,4776,0
2023-04-01 15:44:34,2023-02-19 14:00:33,3.572,212.238.219.146,55.29.228.180,35412,8080,TCP,...AP.,2,16,7,3549,0
2023-02-02 19:07:14,2023-01-06 22:11:05,0.119,250.191.60.190,254.237.94.92,34211,57267,ICMP,F.....,0,32,12,5736,2
2023-05-09 07:12:24,2023-07-27 11:20:28,7.176,1.116.174.213,102.232.208.83,50116,443,UDP,...AR.,0,64,354,391524,1
2023-02-22 19:57:03,2023-08-12 18:50:40,0.76,73.20.77.163,192.43.230.149,31537,42197,TCP,F.....,1,40,21,30072,2
2023-07-04 11:27:50,2023-05-03 05:06:14,1.071,93.88.128.94,151.206.25.151,25150,8080,UDP,...A..,0,24,416,576576,1
2023-07-16 05:27:33,2023-05-26 00:17:22,0.026,223.8.30.50,106.209.213.12,38619,443,ICMP,...AR.,1,24,18,5958,0
2023-08-03 11:25:15,2023-04-04 05:24:52,0.193,48.202.6.140,226.227.95.35,51259,54624,UDP,......,1,8,41,41902,2
2023-03-30 19:45:09,2023-03-02 07:58:18,2.372,11.154.12.65,129.85.73.192,30015,25,TCP,......,2,16,32,18144,0
2023-08-11 05:54:36,2023-04-21 13:41:29,4.169,75.112.143.120,78.80.231.172,7183,8080,ICMP,.S....,0,48,26,23660,0
2023-04-24 16:58:28,2023-07-07 19:43:41,2.522,180.50.71.5,31.51.159.218,39097,25,UDP,...A..,0,40,28,7448,0
2023-08-04 01:26:25,2023-02-24 02:42:30,0.048,28.190.136.219,4.215.161.23,43846,53,TCP,F.....,2,16,43,18662,0
2023-06-04 02:45:22,2023-07-20 09:17:22,3.148,160.235.48.107,68.48.51.117,8148,25,UDP,...A..,1,16,23,16008,0
2023-06-04 11:28:47,2023-04-06 09:44:33,3.377,212.152.200.139,199.184.133.117,30381,53,ICMP,...AR.,1,16,40,3480,0
2023-01-31 17:15:28,2023-07-06 10:52:11,0.188,184.130.158.103,133.68.85.82,13151,25,ICMP,...A..,0,24,29,30914,0
2023-06-19 13:26:40,2023-04-27 05:27:03,3.128,95.218.168.3,171.112.174.97,27948,443,UDP,...AR.,2,64,39,12363,0
2023-08-18 22:29:53,2023-03-15 21:43:52,2.258,244.156.208.125,118.66.54.10,25760,53,ICMP,F.....,2,24,21,17031,0
2023-07-04 22:12:35,2023-06-11 16:20:39,0.407,243.106.64.140,228.33.45.164,44170,25,ICMP,F.....,2,56,43,10148,0
2023-06-07 12:50:43,2023-04-08 06:44:42,0.243,229.178.115.53,249.77.125.101,15897,25,UDP,......,0,16,6,1344,0
2023-03-04 03:36:19,2023-02-09 19:41:06,0.25,55.65.181.177,221.38.217.101,54029,443,UDP,...AP.,0,0,2,870,0
2023-03-29 08:36:56,2023-06-28 17:19:32,2.682,169.93.54.89,57.22.1.216,13716,80,TCP,...AR.,0,32,100,68000,1
2023-03-31 22:09:23,2023-06-29 14:28:25,0.741,94.254.203.165,6.112.162.128,16689,25,UDP,...A..,2,0,43,19307,0
2023-04-16 19:05:07,2023-08-10 06:25:20,3.371,239.14.14.244,246.182.82.31,38771,445,ICMP,.S....,1,56,459,611847,1
2023-02-11 03:55:18,2023-05-04 09:48:09,0.86,97.80.230.150,181.196.145.121,32153,8080,TCP,F.....,2,56,22,12870,0
2023-06-29 16:53:57,2023-01-28 07:52:36,6.933,241.167.197.96,182.12.156.127,61859,8144,ICMP,...AR.,1,24,11,14949,2
2023-03-05 14:07:33,2023-03-08 06:10:49,0.191,218.71.181.198,254.141.2.222,11413,80,TCP,.S....,1,0,41,12587,0
2023-03-24 04:24:26,2023-09-01 04:25:51,3.22,110.249.107.93,185.208.63.239,21874,8080,ICMP,...AR.,1,16,18,5364,0
2023-06-24 04:21:18,2023-05-29 19:13:09,1.98,56.130.185.241,144.47.142.231,30323,25,ICMP,.S....,1,48,46,60904,0
2023-05-20 04:16:15,2023-03-10 05:27:07,2.749,104.25.2.150,182.82.182.11,54955,80,UDP,.S....,2,64,3,2217,0
2023-01-24 22:55:24,2023-05-04 17:57:19,6.093,136.202.137.53,160.69.199.181,48906,3389,TCP,......,2,24,339,296625,1
2023-04-12 10:24:13,2023-07-25 18:22:51,3.228,246.105.69.55,157.177.198.52,43808,53,ICMP,...AP.,2,32,10,12120,0
2023-04-05 10:56:47,2023-01-18 23:13:19,1.572,68.233.181.243,42.16.234.69,39494,443,ICMP,...AP.,0,56,6,4272,0
2023-08-04 00:52:19,2023-07-07 14:20:45,2.456,19.92.129.98,82.32.104.203,38942,443,TCP,...A..,2,40,18,26856,0
2023-08-01 18:28:00,2023-07-26 22:08:46,1.735,101.159.185.66,46.230.131.217,60772,80,UDP,...A..,2,48,43,43860,0
2023-02-19 01:27:18,2023-06-15 22:12:52,1.361,8.144.160.114,254.145.149.107,20023,45823,ICMP,...AP.,2,8,48,64464,2
2023-01-29 07:19:56,2023-02-21 04:25:21,10.239,41.4.69.167,62.73.103.19,11148,80,TCP,F.....,0,32,48,28800,1
2023-05-16 18:05:12,2023-08-31 03:01:21,0.769,207.206.170.210,19.6.113.14,22919,443,TCP,F.....,1,0,22,21098,0
2023-07-31 19:31:35,2023-05-09 22:16:18,2.226,231.16.44.196,84.26.75.90,47287,25,TCP,......,2,8,34,22644,0
2023-06-29 11:34:58,2023-02-10 01:11:07,0.139,220.147.74.74,50.155.7.63,36726,80,UDP,.S....,0,40,47,54285,0
2023-07-10 23:19:08,2023-07-29 01:19:14,0.486,129.38.85.74,201.96.76.159,5756,53,UDP,F.....,2,8,19,25574,0
2023-07-10 17:39:22,2023-03-29 15:39:36,1.355,4.10.79.196,26.56.93.24,39185,25,ICMP,......,2,8,40,38920,0
2023-08-23 00:40:42,2023-03-08 18:10:30,0.579,112.149.40.116,191.60.201.28,16603,39294,ICMP,...A..,0,24,22,16984,2
2023-08-23 22:02:36,2023-07-29 18:33:43,8.376,221.185.82.152,99.70.190.104,17170,8080,ICMP,...AP.,2,16,25,15325,0
2023-02-24 08:17:16,2023-06-08 22:04:07,2.763,128.198.188.27,155.54.70.249,27820,80,ICMP,...A..,2,16,13,4225,0
2023-05-14 02:38:09,2023-07-20 21:16:51,1.222,62.233.18.232,172.131.81.219,3123,25,ICMP,...A..,1,0,21,18270,0
2023-07-02 03:53:11,2023-08-24 05:20:36,0.651,227.77.214.103,145.237.10.199,1857,80,UDP,......,2,64,11,9284,0
2023-03-08 22:27:46,2023-01-22 04:26:13,0.098,46.175.22.192,7.79.66.42,35369,80,TCP,......,1,32,31,30101,0
2023-01-26 07:56:39,2023-01-09 15:16:03,2.075,26.121.34.95,69.54.131.227,43147,53,TCP,F.....,2,48,17,6375,0
2023-02-21 19:54:56,2023-02-10 15:54:06,1.811,145.67.137.168,160.203.52.129,52670,80,ICMP,...AR.,1,56,8,7688,0
2023-05-08 16:27:30,2023-04-05 22:46:37,1.585,146.196.240.81,6.43.174.149,52048,53,UDP,F.....,1,40,12,6792,0
2023-08-13 17:12:58,2023-04-08 21:53:28,0.819,117.46.31.140,113.63.86.96,15305,443,ICMP,...A..,1,48,1,537,0
2023-07-31 12:51:07,2023-01-15 12:43:01,1.301,149.6.160.2,106.46.88.172,55981,80,TCP,...AP.,2,64,22,18854,0
2023-04-12 23:16:36,2023-06-27 20:51:53,4.177,39.183.238.181,146.190.146.250,7701,25,UDP,...AR.,2,16,17,6494,0
2023-08-09 20:53:21,2023-08-08 21:44:42,1.894,58.117.243.205,155.217.134.85,38115,22,TCP,...AR.,0,40,115,154215,1
2023-03-11 03:56:15,2023-02-20 14:01:06,3.131,77.26.112.197,156.179.134.232,8751,443,ICMP,F.....,2,16,34,48926,0
2023-05-22 02:41:52,2023-06-30 00:10:50,1.288,129.54.6.6,57.19.82.2,56780,8080,ICMP,......,0,8,17,5712,0
2023-01-26 03:56:46,2023-06-26 04:57:07,3.94,56.237.87.142,226.151.122.189,43576,80,UDP,...A..,2,24,424,195040,1
2023-04-10 16:23:44,2023-05-31 00:20:26,0.561,238.216.148.31,65.197.186.57,5267,53,ICMP,.S....,1,56,9,6147,0
2023-03-20 22:50:15,2023-06-15 02:38:51,1.186,113.210.222.232,234.48.29.101,49023,443,ICMP,...AR.,2,48,47,14711,0
2023-01-10 20:40:21,2023-07-11 09:02:00,5.525,228.77.142.10,87.227.251.64,19963,443,ICMP,...AP.,2,56,241,299563,1
2023-05-06 00:15:49,2023-08-28 22:13:48,2.485,147.244.59.75,154.167.82.41,38448,25,ICMP,......,1,56,20,5820,0
2023-06-14 02:49:12,2023-02-12 21:19:26,1.696,11.97.189.128,248.230.110.221,60527,445,UDP,F.....,1,24,255,161670,1
2023-05-22 04:49:46,2023-06-14 12:10:29,0.728,115.104.2.105,6.250.62.207,8551,8080,TCP,......,1,40,9,5994,0
2023-03-25 19:09:37,2023-03-01 15:24:51,0.897,60.78.177.71,204.162.12.15,44803,8080,UDP,...A..,1,8,26,7358,0
2023-03-05 12:04:55,2023-02-25 21:58:08,6.522,224.187.164.224,165.97.105.132,6750,25,ICMP,...AR.,2,32,45,53460,0
2023-07-26 10:29:12,2023-06-11 07:46:22,1.292,228.115.200.41,254.186.51.239,13902,80,ICMP,...AR.,1,64,26,12896,0
2023-01-09 02:41:35,2023-06-28 05:38:33,8.465,130.164.155.38,128.178.236.154,12133,443,ICMP,......,0,64,24,29160,0
2023-01-22 03:46:23,2023-04-19 22:10:18,3.488,219.167.228.161,50.200.28.16,15365,53,TCP,...A..,0,24,32,43456,0
2023-07-22 19:10:51,2023-06-19 02:54:38,2.096,171.141.130.52,147.216.217.121,32347,8080,ICMP,F.....,0,48,44,30932,0
2023-04-04 07:51:01,2023-02-15 22:01:17,3.642,41.128.16.252,199.112.139.102,31271,8080,ICMP,.S....,1,64,45,13410,0
2023-05-28 11:14:22,2023-06-08 14:49:07,8.539,74.154.253.115,221.156.48.186,21688,8080,ICMP,......,0,32,260,59800,1
2023-02-11 21:59:51,2023-03-08 04:16:34,4.942,54.113.53.211,35.97.126.231,43898,8080,ICMP,...A..,2,56,255,248370,1
2023-07-21 08:28:10,2023-08-12 16:33:55,0.129,103.182.215.68,210.181.132.81,38872,8080,UDP,...A..,1,40,41,53956,0
2023-01-08 12:41:48,2023-08-26 05:11:45,1.107,108.75.78.149,110.40.96.114,41384,25,UDP,...A..,1,56,27,16740,0
2023-03-28 10:21:38,2023-03-06 08:07:24,1.398,161.126.23.192,146.67.204.35,48465,46647,ICMP,F.....,2,8,42,47082,2
2023-05-19 19:06:06,2023-02-12 00:19:11,3.07,199.248.218.61,83.41.129.195,54254,25,ICMP,...AP.,1,40,19,22781,0
2023-02-25 09:17:01,2023-02-12 06:41:36,0.522,97.142.51.172,214.197.104.199,5310,32848,ICMP,F.....,2,56,44,13728,2
2023-01-09 11:08:40,2023-01-25 03:16:12,1.541,40.41.79.247,177.57.62.20,50877,443,TCP,...A..,1,40,43,40162,0
2023-07-13 07:30:15,2023-03-19 17:47:07,1.447,74.30.232.148,245.159.227.99,13148,25,ICMP,.S....,2,64,16,7856,0
2023-08-28 05:55:07,2023-03-26 07:20:03,0.002,136.55.24.239,218.64.102.220,59428,443,UDP,...AR.,2,32,22,10758,0
2023-03-03 04:12:18,2023-01-16 21:15:55,0.033,239.133.173.184,37.233.235.74,38641,25,UDP,...A..,2,56,47,26038,0
2023-06-13 07:44:57,2023-07-21 19:38:13,10.931,17.44.74.74,122.94.168.135,28894,80,UDP,F.....,0,24,492,425580,1
2023-05-26 21:31:04,2023-05-04 22:58:46,0.063,209.189.182.20,53.75.26.10,3949,37467,ICMP,...A..,1,16,27,29727,2
2023-02-08 02:20:39,2023-03-16 01:20:34,3.184,165.197.65.78,148.181.78.239,21279,25,UDP,......,2,32,22,21934,0
2023-06-23 14:45:02,2023-04-18 07:06:03,0.053,90.152.69.218,219.24.28.234,28587,34073,ICMP,...AR.,2,8,8,10432,2
2023-06-21 07:15:10,2023-02-07 16:29:19,1.293,251.5.95.29,247.94.237.78,29847,59099,UDP,......,2,0,12,8100,2
2023-03-19 05:33:05,2023-06-26 14:47:55,4.937,219.145.80.154,245.142.112.126,5822,15619,UDP,...AR.,2,24,48,62640,2
2023-08-24 18:22:19,2023-06-11 23:37:47,0.988,28.251.40.74,209.187.247.191,42118,8080,UDP,......,0,16,28,3416,0
2023-06-12 00:26:59,2023-02-02 14:57:33,0.83,203.193.21.58,141.143.248.199,19129,80,TCP,......,1,8,40,33120,0
2023-01-18 00:25:59,2023-07-29 05:00:05,0.097,208.227.47.246,45.1.87.126,57512,25,TCP,...A..,1,32,21,27048,0
2023-06-28 21:17:16,2023-02-05 11:28:11,4.056,150.213.155.138,178.9.91.11,61382,80,TCP,...A..,2,48,151,115968,1
2023-02-18 15:37:22,2023-01-26 20:42:09,7.072,36.224.219.18,78.120.151.91,8534,3389,UDP,.S....,2,56,142,93010,1
2023-05-14 22:07:58,2023-07-18 12:18:13,5.636,41.206.218.164,137.39.101.115,51290,22,ICMP,...AR.,0,16,448,494144,1
2023-06-15 12:43:37,2023-06-25 09:04:54,0.009,251.180.46.230,153.61.98.103,4027,3389,TCP,F.....,0,8,15,20640,1
2023-04-04 10:52:05,2023-02-24 17:48:31,3.087,105.28.231.184,41.27.21.226,7477,53,TCP,......,1,40,29,14413,0
2023-08-09 15:24:59,2023-03-12 19:42:41,17.831,191.136.220.108,225.192.158.54,31536,3389,ICMP,...AR.,0,48,282,75012,1
2023-03-29 06:42:46,2023-06-02 07:56:04,2.276,93.70.130.153,221.40.234.254,31110,8080,UDP,...AP.,1,64,221,325754,1
2023-08-16 04:49:03,2023-03-08 14:46:11,6.781,73.121.59.8,99.243.53.28,62062,3389,UDP,...AP.,2,24,350,487200,1
2023-04-12 14:36:38,2023-08-06 21:01:46,5.751,235.241.22.233,193.9.230.132,26984,8080,TCP,......,2,64,38,24738,0
2023-01-16 18:28:44,2023-02-22 09:49:27,3.566,190.239.173.31,125.70.165.112,32607,25,UDP,...AP.,2,0,9,9945,0
